,tokens,ner_tags,pred
76908,of,O,O
76909,Figure,O,O
76910,2,O,O
76911,.,O,O
76912,In,O,O
76913,this,O,O
76914,paper,O,O
76915,",",O,O
76916,we,O,O
76917,mainly,O,O
76918,follow,O,O
76919,the,O,O
76920,settings,O,O
76921,of,O,O
76922,T0,O,O
76923,(,O,O
76924,Sanh,O,O
76925,et,O,O
76926,al,O,O
76927,.,O,O
76928,",",O,O
76929,2022,O,O
76930,),O,O
76931,",",O,O
76932,including,O,O
76933,the,O,O
76934,training,O,O
76935,tasks,O,O
76936,",",O,O
76937,instructions,O,O
76938,",",O,O
76939,and,O,O
76940,the,O,O
76941,split,O,O
76942,of,O,O
76943,task,O,O
76944,clusters,O,O
76945,.,O,O
76946,However,O,O
76947,",",O,O
76948,our,O,O
76949,findings,O,O
76950,can,O,O
76951,also,O,O
76952,be,O,O
76953,applied,O,O
76954,to,O,O
76955,other,O,O
76956,scenarios,O,O
76957,.,O,O
76958,T0,O,O
76959,is,O,O
76960,a,O,O
76961,representative,O,O
76962,model,O,O
76963,instructiontuned,O,O
76964,on,O,O
76965,8,O,B-HyperparameterValue
76966,task,O,O
76967,clusters,O,O
76968,based,O,O
76969,on,O,O
76970,the,O,O
76971,pre,O,O
76972,-,O,O
76973,trained,O,O
76974,T5,O,B-MethodName
76975,model,O,O
76976,(,O,O
76977,Raffel,O,O
76978,et,O,O
76979,al,O,O
76980,.,O,O
76981,",",O,O
76982,2020,O,O
76983,),O,O
76984,and,O,O
76985,tested,O,O
76986,on,O,O
76987,4,O,B-HyperparameterValue
76988,task,O,O
76989,clusters,O,O
76990,.,O,O
76991,The,O,O
76992,instructions,O,O
76993,are,O,O
76994,collected,O,O
76995,from,O,O
76996,the,O,O
76997,Public,B-DatasetName,B-DatasetName
76998,Pool,I-DatasetName,I-DatasetName
76999,of,I-DatasetName,O
77000,Prompts,I-DatasetName,O
77001,(,O,O
77002,P3,O,O
77003,),O,O
77004,(,O,O
77005,Bach,O,O
77006,et,O,O
77007,al,O,O
77008,.,O,O
77009,",",O,O
77010,2022,O,O
77011,),O,O
77012,which,O,O
77013,contains,O,O
77014,thousands,O,O
77015,of,O,O
77016,crowdsourced,O,O
77017,instructions,O,O
77018,.,O,O
77019,3.2,O,B-MetricName
77020,Overview,O,O
77021,Figure,O,O
77022,2,O,O
77023,shows,O,O
77024,an,O,O
77025,overview,O,O
77026,of,O,O
77027,UDIT,B-MethodName,B-MethodName
77028,.,O,O
77029,To,O,O
77030,better,O,O
77031,learn,O,O
77032,the,O,O
77033,instructions,O,O
77034,in,O,O
77035,T,O,O
77036,",",O,O
77037,we,O,O
77038,construct,O,O
77039,pseudolabeled,O,O
77040,data,O,O
77041,from,O,O
77042,the,O,O
77043,unlabeled,O,O
77044,plain,O,O
77045,texts,O,O
77046,according,O,O
77047,to,O,O
77048,the,O,O
77049,meaning,O,O
77050,of,O,O
77051,the,O,O
77052,instructions,O,O
77053,in,O,O
77054,each,O,O
77055,task,O,O
77056,cluster,O,O
77057,T∈,O,O
77058,T.,O,O
77059,The,O,O
77060,plain,O,O
77061,texts,O,O
77062,are,O,O
77063,a,O,O
77064,mixture,O,O
77065,of,O,O
77066,multi,O,O
77067,-,O,O
77068,domain,O,B-TaskName
77069,corpora,O,O
77070,",",O,O
77071,including,O,O
77072,BookCorpus,B-DatasetName,B-DatasetName
77073,(,O,O
77074,Zhu,O,O
77075,et,O,O
77076,al,O,O
77077,.,O,O
77078,",",O,O
77079,2015,O,O
77080,),O,O
77081,",",O,O
77082,CC,B-DatasetName,B-DatasetName
77083,-,I-DatasetName,O
77084,News,I-DatasetName,O
77085,(,O,O
77086,Sebastian,O,O
77087,",",O,O
77088,2016,O,O
77089,),O,O
77090,",",O,O
77091,OpenWebText,B-DatasetName,B-DatasetName
77092,(,O,O
77093,Gokaslan,O,O
77094,et,O,O
77095,al,O,O
77096,.,O,O
77097,",",O,O
77098,2019,O,O
77099,),O,O
77100,",",O,O
77101,Wikipedia,B-DatasetName,B-DatasetName
77102,(,O,O
77103,Foundation,O,O
77104,",",O,O
77105,2022,O,O
77106,),O,O
77107,",",O,O
77108,and,O,O
77109,IMDB,B-DatasetName,B-DatasetName
77110,Review,I-DatasetName,I-DatasetName
77111,(,O,O
77112,Maas,O,O
77113,et,O,O
77114,al,O,O
77115,.,O,O
77116,",",O,O
77117,2011,O,O
77118,),O,O
77119,",",O,O
77120,totaling,O,O
77121,about,O,O
77122,37.2G.,O,O
77123,The,O,O
77124,details,O,O
77125,of,O,O
77126,these,O,O
77127,corpora,O,O
77128,are,O,O
77129,shown,O,O
77130,in,O,O
77131,Appendix,O,O
77132,A.,O,O
77133,The,O,O
77134,constructing,O,O
77135,process,O,O
77136,is,O,O
77137,based,O,O
77138,on,O,O
77139,heuristic,O,O
77140,rules,O,O
77141,",",O,O
77142,widely,O,O
77143,used1619NLP,O,O
77144,toolkits,O,O
77145,like,O,O
77146,NLTK,O,B-MethodName
77147,",",O,O
77148,and,O,O
77149,basic,O,O
77150,data,O,O
77151,augmentation,O,O
77152,techniques,O,O
77153,like,O,O
77154,back,O,O
77155,-,O,O
77156,translation,O,B-TaskName
77157,(,O,O
77158,Sennrich,O,O
77159,et,O,O
77160,al,O,O
77161,.,O,O
77162,",",O,O
77163,2016,O,O
77164,),O,O
77165,.,O,O
77166,Then,O,O
77167,",",O,O
77168,we,O,O
77169,apply,O,O
77170,the,O,O
77171,instructions,O,O
77172,in,O,O
77173,Tto,O,O
77174,the,O,O
77175,pseudo,O,O
77176,-,O,O
77177,labeled,O,B-HyperparameterName
77178,samples,O,B-HyperparameterName
77179,and,O,O
77180,fine,O,B-TaskName
77181,-,O,O
77182,tune,O,O
77183,the,O,O
77184,PLM,O,O
77185,on,O,O
77186,pseudo,O,O
77187,-,O,O
77188,labeled,O,B-HyperparameterName
77189,and,O,O
77190,labeled,O,B-HyperparameterName
77191,samples,O,B-HyperparameterName
77192,with,O,O
77193,a,O,O
77194,multi,O,O
77195,-,O,O
77196,task,O,O
77197,language,O,O
77198,modeling,O,O
77199,objective,O,O
77200,.,O,O
77201,Although,O,O
77202,the,O,O
77203,pseudo,O,O
77204,-,O,O
77205,labeled,O,B-HyperparameterName
77206,data,O,O
77207,are,O,O
77208,constructed,O,O
77209,at,O,O
77210,the,O,O
77211,level,O,O
77212,of,O,O
77213,task,O,O
77214,clusters,O,O
77215,rather,O,O
77216,than,O,O
77217,single,O,O
77218,tasks,O,O
77219,",",O,O
77220,we,O,O
77221,find,O,O
77222,they,O,O
77223,match,O,O
77224,the,O,O
77225,meanings,O,O
77226,of,O,O
77227,most,O,O
77228,instructions,O,O
77229,in,O,O
77230,the,O,O
77231,corresponding,O,O
77232,cluster,O,O
77233,due,O,O
77234,to,O,O
77235,the,O,O
77236,task,O,O
77237,similarities,O,O
77238,.,O,O
77239,Note,O,O
77240,that,O,O
77241,we,O,O
77242,do,O,O
77243,not,O,O
77244,assume,O,O
77245,the,O,O
77246,existence,O,O
77247,of,O,O
77248,labeled,O,B-HyperparameterName
77249,data,O,O
77250,during,O,O
77251,the,O,O
77252,constructing,O,O
77253,process,O,O
77254,",",O,O
77255,which,O,O
77256,means,O,O
77257,that,O,O
77258,UDIT,B-MethodName,B-MethodName
77259,is,O,O
77260,applicable,O,O
77261,under,O,O
77262,various,O,O
77263,settings,O,O
77264,with,O,O
77265,or,O,O
77266,without,O,O
77267,labeled,O,B-HyperparameterName
77268,data,O,O
77269,.,O,O
77270,The,O,O
77271,following,O,O
77272,section,O,O
77273,briefly,O,O
77274,introduces,O,O
77275,the,O,O
77276,pseudo,O,O
77277,-,O,O
77278,labeled,O,B-HyperparameterName
77279,data,O,O
77280,construction,O,O
77281,for,O,O
77282,the,O,O
77283,8,O,B-HyperparameterValue
77284,task,O,O
77285,clusters,O,O
77286,in,O,O
77287,T0,O,O
77288,.,O,O
77289,We,O,O
77290,provide,O,O
77291,some,O,O
77292,examples,O,O
77293,of,O,O
77294,the,O,O
77295,constructed,O,O
77296,data,O,O
77297,in,O,O
77298,Appendix,O,O
77299,D.,O,O
77300,3.3,O,B-MetricValue
77301,Constructing,O,O
77302,Pseudo,O,O
77303,-,O,O
77304,Labeled,O,O
77305,Data,O,O
77306,Multiple,B-TaskName,B-TaskName
77307,-,I-TaskName,O
77308,Choice,I-TaskName,O
77309,QA,I-TaskName,O
77310,(,O,O
77311,MCQA,B-TaskName,B-TaskName
77312,),O,O
77313,.,O,O
77314,The,O,O
77315,sample,O,O
77316,in,O,O
77317,MCQA,B-TaskName,B-TaskName
77318,consists,O,O
77319,of,O,O
77320,a,O,O
77321,passage,O,O
77322,",",O,O
77323,a,O,O
77324,related,O,O
77325,question,O,B-TaskName
77326,",",O,O
77327,an,O,O
77328,answer,O,O
77329,",",O,O
77330,and,O,O
77331,several,O,O
77332,options,O,O
77333,.,O,O
77334,Given,O,O
77335,a,O,O
77336,plain,O,O
77337,-,O,O
77338,text,O,O
77339,document,O,B-TaskName
77340,",",O,O
77341,we,O,O
77342,design,O,O
77343,two,O,B-HyperparameterValue
77344,methods,O,O
77345,to,O,O
77346,construct,O,O
77347,pseudo,O,O
77348,-,O,O
77349,labeled,O,B-HyperparameterName
77350,data,O,O
77351,:,O,O
77352,(,O,O
77353,1,O,B-HyperparameterValue
77354,),O,I-HyperparameterValue
77355,We,O,O
77356,first,O,O
77357,randomly,O,O
77358,replace,O,O
77359,one,O,O
77360,noun,O,O
77361,in,O,O
77362,a,O,O
77363,randomly,O,O
77364,selected,O,O
77365,sentence,O,B-TaskName
77366,with,O,O
77367,a,O,O
77368,"""",O,O
77369,_,O,O
77370,"""",O,O
77371,symbol,O,O
77372,.,O,O
77373,Then,O,O
77374,",",O,O
77375,we,O,O
77376,add,O,O
77377,a,O,O
77378,“,O,O
77379,?,O,O
77380,”,O,O
77381,mark,O,O
77382,to,O,O
77383,the,O,O
77384,end,O,O
77385,of,O,O
77386,the,O,O
77387,sentence,O,B-TaskName
77388,to,O,O
77389,form,O,O
77390,a,O,O
77391,question,O,B-TaskName
77392,.,O,O
77393,We,O,O
77394,treat,O,O
77395,the,O,O
77396,texts,O,O
77397,before,O,O
77398,the,O,O
77399,sentence,O,B-TaskName
77400,as,O,O
77401,the,O,O
77402,passage,O,O
77403,and,O,O
77404,the,O,O
77405,replaced,O,O
77406,word,O,O
77407,as,O,O
77408,the,O,O
77409,answer,O,O
77410,.,O,O
77411,The,O,O
77412,options,O,O
77413,are,O,O
77414,sampled,O,O
77415,from,O,O
77416,the,O,O
77417,words,O,O
77418,with,O,O
77419,the,O,O
77420,same,O,O
77421,part,O,O
77422,of,O,O
77423,speech,O,O
77424,as,O,O
77425,the,O,O
77426,answer,O,O
77427,.,O,O
77428,(,O,O
77429,2,O,O
77430,),O,O
77431,We,O,O
77432,observe,O,O
77433,that,O,O
77434,many,O,O
77435,questions,O,O
77436,are,O,O
77437,naturally,O,O
77438,followed,O,O
77439,by,O,O
77440,its,O,O
77441,answer,O,O
77442,in,O,O
77443,our,O,O
77444,corpus,O,O
77445,.,O,O
77446,Therefore,O,O
77447,",",O,O
77448,we,O,O
77449,search,O,O
77450,for,O,O
77451,questions,O,O
77452,in,O,O
77453,the,O,O
77454,document,O,B-TaskName
77455,and,O,O
77456,treat,O,O
77457,previous,O,O
77458,texts,O,O
77459,as,O,O
77460,the,O,O
77461,passage,O,O
77462,and,O,O
77463,the,O,O
77464,following,O,O
77465,sentence,O,B-TaskName
77466,as,O,O
77467,the,O,O
77468,answer,O,O
77469,.,O,O
77470,The,O,O
77471,options,O,O
77472,are,O,O
77473,sampled,O,O
77474,from,O,O
77475,the,O,O
77476,sentences,O,O
77477,after,O,O
77478,the,O,O
77479,answer,O,O
77480,.,O,O
77481,Extractive,B-TaskName,B-TaskName
77482,QA,I-TaskName,I-TaskName
77483,(,O,O
77484,EXQA,B-TaskName,B-TaskName
77485,),O,O
77486,.,O,O
77487,EXQA,B-TaskName,B-TaskName
77488,aims,O,O
77489,to,O,O
77490,answer,O,O
77491,the,O,O
77492,questions,O,O
77493,using,O,O
77494,the,O,O
77495,phrases,O,O
77496,in,O,O
77497,the,O,O
77498,given,O,O
77499,passages,O,O
77500,.,O,O
77501,We,O,O
77502,mainly,O,O
77503,follow,O,O
77504,Fabbri,O,O
77505,et,O,O
77506,al,O,O
77507,.,O,O
77508,(,O,O
77509,2020,O,O
77510,),O,O
77511,which,O,O
77512,first,O,O
77513,selects,O,O
77514,entities,O,O
77515,in,O,O
77516,the,O,O
77517,plain,O,O
77518,-,O,O
77519,text,O,O
77520,documents,O,O
77521,as,O,O
77522,the,O,O
77523,answers,O,O
77524,and,O,O
77525,uses,O,O
77526,templates,O,O
77527,to,O,O
77528,convert,O,O
77529,the,O,O
77530,sentences,O,O
77531,containing,O,O
77532,the,O,O
77533,answers,O,O
77534,to,O,O
77535,questions,O,O
77536,.,O,O
77537,Close,B-TaskName,B-TaskName
77538,-,I-TaskName,O
77539,Book,I-TaskName,O
77540,QA,I-TaskName,O
77541,(,O,O
77542,CBQA,B-TaskName,B-TaskName
77543,),O,O
77544,.,O,O
77545,CBQA,B-TaskName,B-TaskName
77546,is,O,O
77547,similar,O,O
77548,to,O,O
77549,EXQA,B-TaskName,B-TaskName
77550,except,O,O
77551,for,O,O
77552,the,O,O
77553,absence,O,O
77554,of,O,O
77555,the,O,O
77556,passage,O,O
77557,.,O,O
77558,Therefore,O,O
77559,",",O,O
77560,we,O,O
77561,use,O,O
77562,the,O,O
77563,question,O,B-TaskName
77564,-,O,O
77565,answer,O,O
77566,pair,O,O
77567,from,O,O
77568,the,O,O
77569,pseudo,O,O
77570,-,O,O
77571,labeled,O,B-HyperparameterName
77572,data,O,O
77573,of,O,O
77574,EXQA,B-TaskName,B-TaskName
77575,.,O,O
77576,Sentiment,B-TaskName,B-TaskName
77577,(,O,O
77578,SENT,B-TaskName,B-TaskName
77579,),O,O
77580,.,O,O
77581,SENT,B-TaskName,B-TaskName
77582,requires,O,O
77583,identifying,O,O
77584,the,O,O
77585,sentiment,O,B-TaskName
77586,labels,O,O
77587,of,O,O
77588,given,O,O
77589,texts,O,O
77590,.,O,O
77591,We,O,O
77592,use,O,O
77593,akeyword,O,O
77594,-,O,O
77595,based,O,O
77596,sentiment,O,B-TaskName
77597,analyzer,O,O
77598,in,O,O
77599,NLTK,O,B-MethodName
77600,to,O,O
77601,annotate,O,O
77602,sentiment,O,B-TaskName
77603,labels,O,O
77604,.,O,O
77605,To,O,O
77606,improve,O,O
77607,the,O,O
77608,label,O,O
77609,quality,O,B-MethodName
77610,",",O,O
77611,we,O,O
77612,only,O,O
77613,construct,O,O
77614,pseudo,O,O
77615,-,O,O
77616,labeled,O,B-HyperparameterName
77617,data,O,O
77618,from,O,O
77619,the,O,O
77620,IMDB,O,B-DatasetName
77621,Review,O,I-DatasetName
77622,corpus,O,O
77623,for,O,O
77624,this,O,O
77625,cluster,O,O
77626,.,O,O
77627,Topic,B-TaskName,B-TaskName
77628,Classification,I-TaskName,I-TaskName
77629,(,O,O
77630,TC,B-TaskName,B-TaskName
77631,),O,O
77632,.,O,O
77633,TC,B-TaskName,B-TaskName
77634,requires,O,O
77635,finding,O,O
77636,proper,O,O
77637,topic,O,B-TaskName
77638,labels,O,O
77639,for,O,O
77640,input,O,O
77641,passages,O,O
77642,.,O,O
77643,We,O,O
77644,notice,O,O
77645,that,O,O
77646,many,O,O
77647,URLs,O,O
77648,of,O,O
77649,the,O,O
77650,CC,B-DatasetName,B-DatasetName
77651,-,I-DatasetName,O
77652,News,I-DatasetName,O
77653,corpus,O,O
77654,contain,O,O
77655,the,O,O
77656,topic,O,B-TaskName
77657,of,O,O
77658,passages,O,O
77659,.,O,O
77660,Therefore,O,O
77661,",",O,O
77662,we,O,O
77663,devise,O,O
77664,heuristic,O,O
77665,rules,O,O
77666,to,O,O
77667,extract,O,O
77668,topic,O,B-TaskName
77669,labels,O,O
77670,from,O,O
77671,the,O,O
77672,URLs,O,O
77673,to,O,O
77674,build,O,O
77675,the,O,O
77676,pseudo,O,O
77677,-,O,O
77678,labeled,O,B-HyperparameterName
77679,data,O,O
77680,.,O,O
77681,We,O,O
77682,first,O,O
77683,split,O,O
77684,the,O,O
77685,URL,O,O
77686,by,O,O
77687,“,O,O
77688,/,O,O
77689,”,O,O
77690,and,O,O
77691,search,O,O
77692,for,O,O
77693,topic,O,B-TaskName
77694,words,O,O
77695,from,O,O
77696,left,O,O
77697,to,O,O
77698,right,O,O
77699,.,O,O
77700,We,O,O
77701,stop,O,O
77702,at,O,O
77703,the,O,O
77704,first,O,O
77705,string,O,O
77706,that,O,O
77707,is,O,O
77708,composed,O,O
77709,of,O,O
77710,English,O,O
77711,letters,O,O
77712,",",O,O
77713,shorter,O,O
77714,than,O,O
77715,20,O,B-HyperparameterValue
77716,characters,O,O
77717,",",O,O
77718,and,O,O
77719,not,O,O
77720,in,O,O
77721,[,O,O
77722,“,O,O
77723,news,O,O
77724,”,O,O
77725,",",O,O
77726,“,O,O
77727,en,O,O
77728,”,O,O
77729,",",O,O
77730,“,O,O
77731,story,O,O
77732,”,O,O
77733,",",O,O
77734,“,O,O
77735,us,O,O
77736,”,O,O
77737,",",O,O
77738,“,O,O
77739,articles,O,O
77740,”,O,O
77741,",",O,O
77742,“,O,O
77743,local,O,O
77744,”,O,O
77745,",",O,O
77746,“,O,O
77747,english,O,O
77748,”,O,O
77749,",",O,O
77750,“,O,O
77751,tag,O,O
77752,”,O,O
77753,",",O,O
77754,“,O,O
77755,post,O,B-HyperparameterName
77756,”,O,I-HyperparameterName
77757,],O,O
77758,.,O,O
77759,Then,O,O
77760,",",O,O
77761,we,O,O
77762,choose,O,O
77763,the,O,O
77764,most,O,O
77765,frequent,O,O
77766,14,O,O
77767,strings,O,O
77768,as,O,O
77769,the,O,O
77770,topic,O,B-TaskName
77771,labels,O,O
77772,and,O,O
77773,the,O,O
77774,corresponding,O,O
77775,passages,O,O
77776,as,O,O
77777,the,O,O
77778,inputs,O,O
77779,.,O,O
77780,Structure,B-TaskName,B-TaskName
77781,-,I-TaskName,O
77782,to,I-TaskName,O
77783,-,I-TaskName,O
77784,Text,I-TaskName,O
77785,(,O,O
77786,S2,B-TaskName,B-TaskName
77787,T,I-TaskName,I-TaskName
77788,),O,O
77789,.,O,O
77790,S2,B-TaskName,B-TaskName
77791,T,I-TaskName,I-TaskName
77792,requires,O,O
77793,generating,O,O
77794,natural,O,B-TaskName
77795,sentences,O,O
77796,that,O,O
77797,describe,O,O
77798,input,O,O
77799,structural,O,O
77800,data,O,O
77801,like,O,O
77802,graphs,O,O
77803,.,O,O
77804,Since,O,O
77805,the,O,O
77806,input,O,O
77807,data,O,O
77808,are,O,O
77809,usually,O,O
77810,linearized,O,O
77811,as,O,O
77812,word,O,O
77813,sequences,O,O
77814,in,O,O
77815,the,O,O
77816,instructions,O,O
77817,",",O,O
77818,we,O,O
77819,adopt,O,O
77820,a,O,O
77821,keyword,O,O
77822,-,O,O
77823,to,O,O
77824,-,O,O
77825,text,O,O
77826,generation,O,O
77827,task,O,O
77828,that,O,O
77829,takes,O,O
77830,a,O,O
77831,random,O,O
77832,subset,O,B-MethodName
77833,of,O,O
77834,the,O,O
77835,notional,O,O
77836,words,O,O
77837,in,O,O
77838,a,O,O
77839,sentence,O,B-TaskName
77840,as,O,O
77841,the,O,O
77842,input,O,O
77843,and,O,O
77844,the,O,O
77845,sentence,O,B-TaskName
77846,as,O,O
77847,the,O,O
77848,output,O,O
77849,.,O,O
77850,Summarization,B-TaskName,B-TaskName
77851,(,O,O
77852,SUM,B-TaskName,B-TaskName
77853,),O,O
77854,.,O,O
77855,For,O,O
77856,summarization,O,B-TaskName
77857,",",O,O
77858,we,O,O
77859,adopt,O,O
77860,Leading,B-TaskName,B-TaskName
77861,Sentence,I-TaskName,B-TaskName
77862,Generation,I-TaskName,I-TaskName
77863,(,O,O
77864,LSG,B-TaskName,B-TaskName
77865,),O,O
77866,and,O,O
77867,Gap,B-TaskName,B-TaskName
77868,Sentence,I-TaskName,B-TaskName
77869,Generation,I-TaskName,I-TaskName
77870,(,O,O
77871,GSG,B-TaskName,B-TaskName
77872,),O,O
77873,from,O,O
77874,Liu,O,O
77875,et,O,O
77876,al,O,O
77877,.,O,O
77878,(,O,O
77879,2022,O,O
77880,),O,O
77881,.,O,O
77882,LSG,O,B-TaskName
77883,takes,O,O
77884,the,O,O
77885,title,O,O
77886,of,O,O
77887,a,O,O
77888,passage,O,O
77889,as,O,O
77890,the,O,O
77891,summary,O,O
77892,and,O,O
77893,the,O,O
77894,body,O,O
77895,as,O,O
77896,the,O,O
77897,input,O,O
77898,.,O,O
77899,GSG,B-TaskName,B-TaskName
77900,treats,O,O
77901,the,O,O
77902,sentence,O,B-TaskName
77903,overlapping,O,O
77904,other,O,O
77905,document,O,B-TaskName
77906,parts,O,O
77907,the,O,O
77908,most,O,O
77909,as,O,O
77910,the,O,O
77911,summary,O,O
77912,and,O,O
77913,the,O,O
77914,remaining,O,O
77915,sentences,O,O
77916,as,O,O
77917,the,O,O
77918,input,O,O
77919,.,O,O
77920,Paraphrase,B-TaskName,B-TaskName
77921,Identification,I-TaskName,I-TaskName
77922,(,O,O
77923,PARA,B-TaskName,B-TaskName
77924,),O,O
77925,.,O,O
77926,PARA,B-TaskName,B-TaskName
77927,aims,O,O
77928,to,O,O
77929,identify,O,O
77930,whether,O,O
77931,two,O,B-HyperparameterValue
77932,sentences,O,O
77933,have,O,O
77934,the,O,O
77935,same,O,O
77936,meaning,O,O
77937,.,O,O
77938,Given,O,O
77939,a,O,O
77940,sentence,O,B-TaskName
77941,sin,O,O
77942,the,O,O
77943,plain,O,O
77944,texts,O,O
77945,",",O,O
77946,we,O,O
77947,add,O,O
77948,word,O,O
77949,-,O,O
77950,level,O,O
77951,perturbation,O,O
77952,to,O,O
77953,sto,O,O
77954,get,O,O
77955,s.,O,O
77956,We,O,O
77957,consider,O,O
77958,two,O,B-HyperparameterValue
77959,kinds,O,O
77960,of,O,O
77961,perturbations,O,O
77962,:,O,O
77963,(,O,O
77964,1,O,B-HyperparameterValue
77965,),O,I-HyperparameterValue
77966,Randomly,O,O
77967,choosing,O,O
77968,a,O,O
77969,word,O,O
77970,and,O,O
77971,replacing,O,O
77972,it,O,O
77973,with,O,O
77974,its,O,O
77975,antonym,O,O
77976,via,O,O
77977,NLTK,O,B-MethodName
77978,.,O,O
77979,(,O,O
77980,2,O,O
77981,),O,O
77982,Picking,O,O
77983,out,O,O
77984,nouns,O,O
77985,in,O,O
77986,the,O,O
77987,sentence,O,B-TaskName
77988,via,O,O
77989,NLTK,O,B-MethodName
77990,and,O,O
77991,shuffling,O,O
77992,their,O,O
77993,order,O,O
77994,.,O,O
77995,Then,O,O
77996,we,O,O
77997,get,O,O
77998,/,O,O
77999,tildewides,O,O
78000,and,O,O
78001,/,O,O
78002,tildewidesby,O,O
78003,adopting,O,O
78004,back,O,O
78005,-,O,O
78006,translation,O,B-TaskName
78007,to,O,O
78008,sands,O,O
78009,",",O,O
78010,respectively,O,O
78011,.,O,O
78012,We,O,O
78013,treat,O,O
78014,(,O,O
78015,s,O,O
78016,",",O,O
78017,/,O,O
78018,tildewides,O,O
78019,),O,O
78020,as,O,O
78021,the,O,O
78022,positive,O,O
78023,pair,O,O
78024,and,O,O
78025,(,O,O
78026,s,O,O
78027,",",O,O
78028,/,O,O
78029,tildewides,O,O
78030,),O,O
78031,as,O,O
78032,the,O,O
78033,negative,O,B-MetricName
78034,pair,O,O
78035,.,O,O
78036,4,O,B-HyperparameterValue
78037,Experiment,O,O
78038,4.1,O,B-MetricValue
78039,Setup,O,O
78040,Settings,O,O
78041,.,O,O
78042,We,O,O
78043,consider,O,O
78044,three,O,O
78045,scenarios,O,O
78046,in,O,O
78047,which,O,O
78048,unlabeled,O,O
78049,data,O,O
78050,can,O,O
78051,be,O,O
78052,utilized,O,O
78053,to,O,O
78054,enhance,O,O
78055,instruction,O,O
78056,learning,O,B-HyperparameterName
78057,:,O,O
78058,(,O,O
78059,1,O,B-HyperparameterValue
78060,),O,I-HyperparameterValue
78061,No,O,O
78062,Labeled,O,O
78063,Data,O,O
78064,",",O,O
78065,where,O,O
78066,only,O,O
78067,the,O,O
78068,instructions,O,O
78069,for,O,O
78070,each,O,O
78071,task,O,O
78072,are,O,O
78073,available,O,O
78074,.,O,O
78075,(,O,O
78076,2,O,O
78077,),O,O
78078,Few1620Labeled,O,O
78079,Data,O,O
78080,",",O,O
78081,where,O,O
78082,only,O,O
78083,a,O,O
78084,small,O,O
78085,part,O,O
78086,of,O,O
78087,the,O,O
78088,labeled,O,B-HyperparameterName
78089,data,O,O
78090,is,O,O
78091,available,O,O
78092,.,O,O
78093,(,O,O
78094,3,O,B-HyperparameterValue
78095,),O,I-HyperparameterValue
78096,Full,O,B-TaskName
78097,Labeled,O,O
78098,Data,O,O
78099,",",O,O
78100,where,O,O
78101,all,O,O
78102,the,O,O
78103,labeled,O,B-HyperparameterName
78104,data,O,O
78105,are,O,O
78106,available,O,O
78107,during,O,O
78108,IT,O,O
78109,.,O,O
78110,Datasets,O,O
78111,.,O,O
78112,Following,O,O
78113,Sanh,O,O
78114,et,O,O
78115,al,O,O
78116,.,O,O
78117,(,O,O
78118,2022,O,O
78119,),O,O
78120,",",O,O
78121,we,O,O
78122,use,O,O
78123,8,O,B-HyperparameterValue
78124,task,O,O
78125,clusters,O,O
78126,as,O,O
78127,T,O,O
78128,",",O,O
78129,which,O,O
78130,contains,O,O
78131,36,O,O
78132,datasets,O,O
78133,and,O,O
78134,304,O,O
78135,instructions,O,O
78136,.,O,O
78137,Tcontains,O,O
78138,6,O,B-HyperparameterValue
78139,task,O,O
78140,clusters,O,O
78141,consisting,O,O
78142,of,O,O
78143,9,O,B-MetricValue
78144,text,O,O
78145,classification,O,O
78146,tasksand,O,O
78147,2,O,O
78148,language,O,O
78149,generation,O,O
78150,tasks,O,O
78151,.,O,O
78152,Detailed,O,O
78153,data,O,O
78154,information,O,O
78155,can,O,O
78156,be,O,O
78157,found,O,O
78158,in,O,O
78159,Appendix,O,O
78160,A.,O,O
78161,Training,O,O
78162,and,O,O
78163,Evaluation,O,O
78164,Details,O,O
78165,.,O,O
78166,For,O,O
78167,computational,O,O
78168,efficiency,O,O
78169,",",O,O
78170,we,O,O
78171,conduct,O,O
78172,our,O,O
78173,experiments,O,O
78174,mainly,O,O
78175,based,O,O
78176,on,O,O
78177,a,O,O
78178,700,O,O
78179,M,O,O
78180,T5,O,B-MethodName
78181,model,O,O
78182,.,O,O
78183,We,O,O
78184,mix,O,O
78185,the,O,O
78186,labeled,O,B-HyperparameterName
78187,and,O,O
78188,pseudo,O,O
78189,-,O,O
78190,labeled,O,B-HyperparameterName
78191,data,O,O
78192,for,O,O
78193,multi,O,O
78194,-,O,O
78195,task,O,O
78196,finetuning,O,O
78197,.,O,O
78198,Unless,O,O
78199,specified,O,O
78200,otherwise,O,O
78201,",",O,O
78202,we,O,O
78203,use,O,O
78204,at,O,O
78205,most,O,O
78206,10k,B-HyperparameterValue,B-HyperparameterValue
78207,labeled,B-HyperparameterName,B-HyperparameterName
78208,/,O,O
78209,pseudo,O,O
78210,-,O,O
78211,labeled,O,B-HyperparameterName
78212,samples,O,B-HyperparameterName
78213,for,O,O
78214,each,O,O
78215,task,O,O
78216,because,O,O
78217,we,O,O
78218,find,O,O
78219,more,O,O
78220,samples,O,B-HyperparameterName
78221,bring,O,O
78222,little,O,O
78223,improvement,O,O
78224,.,O,O
78225,We,O,O
78226,choose,O,O
78227,the,O,O
78228,best,O,O
78229,checkpoint,O,O
78230,on,O,O
78231,the,O,O
78232,merged,O,O
78233,validation,O,B-HyperparameterName
