id,input,ner_tags,pred
17985,directly,O,O
17986,compared,O,O
17987,.,O,O
17988,7,O,O
17989,Conclusion,O,O
17990,In,O,O
17991,this,O,O
17992,paper,O,O
17993,",",O,O
17994,we,O,O
17995,propose,O,O
17996,a,O,O
17997,novel,O,O
17998,framework,O,O
17999,MGto,B-MethodName,O
18000,generate,O,O
18001,the,O,O
18002,stereotypes,O,O
18003,present,O,O
18004,in,O,O
18005,toxic,O,O
18006,social,O,O
18007,media,O,O
18008,posts,O,O
18009,",",O,O
18010,using,O,O
18011,multiple,O,O
18012,knowledge,O,O
18013,sources,O,O
18014,.,O,O
18015,We,O,O
18016,categorized,O,O
18017,three,O,O
18018,different,O,O
18019,sources,O,O
18020,of,O,O
18021,knowledge,O,O
18022,and,O,O
18023,synthesize,O,O
18024,the,O,O
18025,sources,O,O
18026,of,O,O
18027,knowledge,O,O
18028,using,O,O
18029,the,O,O
18030,MGEN,B-MethodName,B-MethodName
18031,models,O,O
18032,.,O,O
18033,While,O,O
18034,the,O,O
18035,knowledge,O,O
18036,models,O,O
18037,perform,O,O
18038,as,O,O
18039,well,O,O
18040,as,O,O
18041,baselines,O,O
18042,",",O,O
18043,models,O,O
18044,built,O,O
18045,on,O,O
18046,different,O,O
18047,knowledge,O,O
18048,types,O,O
18049,vary,O,O
18050,in,O,O
18051,strengths,O,O
18052,and,O,O
18053,weaknesses,O,O
18054,.,O,O
18055,For,O,O
18056,instance,O,O
18057,",",O,O
18058,the,O,O
18059,expert,O,O
18060,model,O,O
18061,suffers,O,O
18062,from,O,O
18063,high,O,O
18064,sensitivity,O,O
18065,to,O,O
18066,trigger,O,O
18067,words,O,O
18068,",",O,O
18069,while,O,O
18070,the,O,O
18071,implicit,O,O
18072,models,O,O
18073,may,O,O
18074,not,O,O
18075,draw,O,O
18076,connections,O,O
18077,over,O,O
18078,complex,O,O
18079,inputs,O,O
18080,.,O,O
18081,The,O,O
18082,MGEN,B-MethodName,B-MethodName
18083,models,O,O
18084,takes,O,O
18085,this,O,O
18086,into,O,O
18087,account,O,O
18088,and,O,O
18089,minimizes,O,O
18090,the,O,O
18091,number,O,O
18092,of,O,O
18093,examples,O,O
18094,on,O,O
18095,which,O,O
18096,it,O,O
18097,has,O,O
18098,errors,O,O
18099,and,O,O
18100,/,O,O
18101,or,O,O
18102,faces,O,O
18103,challenges,O,O
18104,.,O,O
18105,We,O,O
18106,conclude,O,O
18107,that,O,O
18108,mixture,O,O
18109,and,O,O
18110,ensemble,O,O
18111,methods,O,O
18112,as,O,O
18113,simple,O,O
18114,as,O,O
18115,concatenation,O,O
18116,can,O,O
18117,leverage,O,O
18118,the,O,O
18119,complementary,O,O
18120,nature,O,O
18121,of,O,O
18122,distinct,O,O
18123,knowledge,O,O
18124,sources,O,O
18125,to,O,O
18126,produce,O,O
18127,high,O,O
18128,quality,O,O
18129,text,O,O
18130,generations,O,O
18131,.,O,O
18132,Ethical,O,O
18133,Considerations,O,O
18134,Models,O,O
18135,such,O,O
18136,as,O,O
18137,the,O,O
18138,one,O,O
18139,proposed,O,O
18140,in,O,O
18141,this,O,O
18142,paper,O,O
18143,",",O,O
18144,which,O,O
18145,output,O,O
18146,toxicity,O,O
18147,classifications,O,O
18148,of,O,O
18149,text,O,O
18150,or,O,O
18151,speech,O,O
18152,and,O,O
18153,reasoning,O,O
18154,behind,O,O
18155,such,O,O
18156,classifications,O,O
18157,should,O,O
18158,be,O,O
18159,used,O,O
18160,with,O,O
18161,care,O,O
18162,.,O,O
18163,Considerations,O,O
18164,of,O,O
18165,algorithmic,O,O
18166,fairness,O,O
18167,should,O,O
18168,be,O,O
18169,taken,O,O
18170,into,O,O
18171,account,O,O
18172,(,O,O
18173,Corbett,O,O
18174,-,O,O
18175,Davies,O,O
18176,et,O,O
18177,al,O,O
18178,.,O,O
18179,",",O,O
18180,2017,O,O
18181,),O,O
18182,",",O,O
18183,as,O,O
18184,well,O,O
18185,as,O,O
18186,cultural,O,O
18187,differences,O,O
18188,(,O,O
18189,Oliva,O,O
18190,et,O,O
18191,al,O,O
18192,.,O,O
18193,",",O,O
18194,2020,O,O
18195,),O,O
18196,and,O,O
18197,racial,O,O
18198,biases,O,O
18199,(,O,O
18200,Xia,O,O
18201,et,O,O
18202,al,O,O
18203,.,O,O
18204,",",O,O
18205,2020,O,O
18206,),O,O
18207,which,O,O
18208,can,O,O
18209,lead,O,O
18210,to,O,O
18211,misclassifications,O,O
18212,of,O,O
18213,offensiveness,O,B-MetricName
18214,.,O,O
18215,Care,O,O
18216,should,O,O
18217,be,O,O
18218,taken,O,O
18219,to,O,O
18220,avoid,O,O
18221,political,O,O
18222,bias,O,O
18223,in,O,O
18224,training,O,O
18225,datasets,O,O
18226,",",O,O
18227,when,O,O
18228,training,O,O
18229,these,O,O
18230,models,O,O
18231,for,O,O
18232,deployment,O,O
18233,purposes,O,O
18234,(,O,O
18235,Wich,O,O
18236,et,O,O
18237,al,O,O
18238,.,O,O
18239,",",O,O
18240,2020,O,O
18241,),O,O
18242,.,O,O
18243,Finally,O,O
18244,",",O,O
18245,concerns,O,O
18246,about,O,O
18247,censorship,O,O
18248,should,O,O
18249,be,O,O
18250,taken,O,O
18251,seriously,O,O
18252,(,O,O
18253,Heins,O,O
18254,",",O,O
18255,2014,O,O
18256,),O,O
18257,.,O,O
18258,References819820,O,O
18259,A,O,O
18260,Formal,O,O
18261,Details,O,O
18262,for,O,O
18263,Knowledge,O,O
18264,Incorporation,O,B-TaskName
18265,A.1,O,O
18266,Expert,O,O
18267,Knowledge,O,O
18268,A.1.1,O,O
18269,Incorporating,O,O
18270,Expert,O,O
18271,Knowledge,O,O
18272,using,O,O
18273,the,O,O
18274,Join,O,O
18275,Embedding,O,O
18276,Technique,O,O
18277,Given,O,O
18278,the,O,O
18279,BERT,O,B-MethodName
18280,classifier,O,O
18281,with,O,O
18282,mattention,O,B-HyperparameterName
18283,heads,O,I-HyperparameterName
18284,",",O,O
18285,an,O,O
18286,input,O,B-HyperparameterName
18287,with,O,O
18288,length,O,B-HyperparameterName
18289,n,O,B-HyperparameterName
18290,",",O,O
18291,and,O,O
18292,a,O,O
18293,BART,B-MethodName,B-MethodName
18294,model,O,O
18295,with,O,O
18296,hidden,B-HyperparameterName,B-HyperparameterName
18297,dimension,I-HyperparameterName,I-HyperparameterName
18298,d,B-HyperparameterName,B-HyperparameterName
18299,",",O,O
18300,we,O,O
18301,pass,O,O
18302,the,O,O
18303,input,O,O
18304,to,O,O
18305,the,O,O
18306,BERT,O,B-MethodName
18307,classifier,O,O
18308,to,O,O
18309,retrieve,O,O
18310,the,O,O
18311,attention,O,O
18312,head,O,O
18313,outputs,O,O
18314,of,O,O
18315,the,O,O
18316,last,O,O
18317,layer,O,O
18318,",",O,O
18319,namely,O,O
18320,a,O,O
18321,",",O,O
18322,.,O,O
18323,.,O,O
18324,.,O,O
18325,",",O,O
18326,a,O,O
18327,",",O,O
18328,each,O,O
18329,in,O,O
18330,R.,O,O
18331,We821also,O,O
18332,pass,O,O
18333,the,O,O
18334,input,O,O
18335,to,O,O
18336,the,O,O
18337,BART,B-MethodName,O
18338,model,O,O
18339,and,O,O
18340,retrieve,O,O
18341,the,O,O
18342,BART,B-MethodName,O
18343,encoded,O,O
18344,input,O,O
18345,",",O,O
18346,namely,O,O
18347,H∈R.,O,O
18348,Let,O,O
18349,v,O,O
18350,",",O,O
18351,.,O,O
18352,.,O,O
18353,.,O,O
18354,",",O,O
18355,vinRbe,O,O
18356,trainable,O,O
18357,weight,O,O
18358,vectors,O,O
18359,.,O,O
18360,For,O,O
18361,thej,O,O
18362,-,O,O
18363,th,O,O
18364,row,O,O
18365,vector,O,O
18366,",",O,O
18367,hofH,O,B-HyperparameterName
18368,",",O,O
18369,we,O,O
18370,compute,O,O
18371,an,O,O
18372,enriched,O,O
18373,hidden,O,O
18374,state,O,O
18375,has,O,O
18376,follows,O,O
18377,:,O,O
18378,(,O,O
18379,h,O,O
18380,),O,O
18381,=h+,O,O
18382,/,O,O
18383,summationdisplayav,O,O
18384,(,O,O
18385,2,O,O
18386,),O,O
18387,We,O,O
18388,then,O,O
18389,pass,O,O
18390,the,O,O
18391,enriched,O,O
18392,hidden,O,O
18393,state,O,O
18394,through,O,O
18395,the,O,O
18396,BART,B-MethodName,B-MethodName
18397,decoder,O,O
18398,to,O,O
18399,generate,O,O
18400,the,O,O
18401,output,O,O
18402,stereotype,O,O
18403,.,O,O
18404,To,O,O
18405,combine,O,O
18406,knowledge,O,O
18407,from,O,O
18408,multiple,O,O
18409,variables,O,O
18410,",",O,O
18411,we,O,O
18412,sum,O,O
18413,the,O,O
18414,enriched,O,O
18415,hidden,O,O
18416,state,O,O
18417,in,O,O
18418,Equation,O,O
18419,(,O,O
18420,2,O,O
18421,),O,O
18422,over,O,O
18423,each,O,O
18424,variable,O,O
18425,.,O,O
18426,A.2,O,O
18427,Explicit,O,O
18428,Knowledge,O,O
18429,A.2.1,O,O
18430,Incorporating,O,O
18431,Explicit,O,O
18432,Knowledge,O,O
18433,using,O,O
18434,Concatenation,O,O
18435,In,O,O
18436,this,O,O
18437,section,O,O
18438,",",O,O
18439,we,O,O
18440,provide,O,O
18441,formal,O,O
18442,details,O,O
18443,on,O,O
18444,how,O,O
18445,we,O,O
18446,incorporate,O,O
18447,explicit,O,O
18448,knowledge,O,O
18449,from,O,O
18450,ConceptNET,O,B-MethodName
18451,using,O,O
18452,concatenation,O,O
18453,.,O,O
18454,In,O,O
18455,order,O,O
18456,to,O,O
18457,retrieve,O,O
18458,the,O,O
18459,topktriples,O,O
18460,(,O,O
18461,varying,O,O
18462,k∈,O,O
18463,{,O,O
18464,"3,5,10,15,20,25",O,O
18465,},O,O
18466,),O,O
18467,",",O,O
18468,we,O,O
18469,first,O,O
18470,extract,O,O
18471,nouns,O,O
18472,",",O,O
18473,verbs,O,O
18474,",",O,O
18475,and,O,O
18476,adjectives,O,O
18477,from,O,O
18478,the,O,O
18479,input,O,O
18480,as,O,O
18481,our,O,O
18482,query,O,O
18483,tokens,O,O
18484,.,O,O
18485,We,O,O
18486,then,O,O
18487,query,O,O
18488,ConceptNet,O,O
18489,for,O,O
18490,triples,O,O
18491,associated,O,O
18492,with,O,O
18493,the,O,O
18494,query,O,O
18495,tokens,O,O
18496,and,O,O
18497,sort,O,O
18498,the,O,O
18499,triples,O,O
18500,by,O,O
18501,the,O,O
18502,product,O,O
18503,of,O,O
18504,the,O,O
18505,query,O,O
18506,’s,O,O
18507,IDF,O,O
18508,weight,O,B-HyperparameterName
18509,and,O,O
18510,the,O,O
18511,triple,O,O
18512,’s,O,O
18513,edge,O,O
18514,weight,O,B-HyperparameterName
18515,.,O,O
18516,We,O,O
18517,then,O,O
18518,translate,O,O
18519,the,O,O
18520,triples,O,O
18521,into,O,O
18522,English,O,O
18523,(,O,O
18524,Robyn,O,O
18525,Speer,O,O
18526,",",O,O
18527,2019,O,O
18528,),O,O
18529,.,O,O
18530,For,O,O
18531,example,O,O
18532,",",O,O
18533,if,O,O
18534,the,O,O
18535,entities,O,O
18536,“,O,O
18537,car,O,O
18538,"""",O,O
18539,and,O,O
18540,“,O,O
18541,vehicle,O,O
18542,"""",O,O
18543,are,O,O
18544,connected,O,O
18545,by,O,O
18546,the,O,O
18547,edge,O,O
18548,relation,O,O
18549,“,O,O
18550,IsA,O,O
18551,"""",O,O
18552,",",O,O
18553,the,O,O
18554,translation,O,O
18555,would,O,O
18556,be,O,O
18557,“,O,O
18558,Car,O,O
18559,is,O,O
18560,a,O,O
18561,vehicle,O,O
18562,"""",O,O
18563,.,O,O
18564,We,O,O
18565,concatenate,O,O
18566,the,O,O
18567,translations,O,O
18568,to,O,O
18569,the,O,O
18570,input,O,O
18571,post,O,O
18572,to,O,O
18573,form,O,O
18574,a,O,O
18575,new,O,O
18576,input,O,O
18577,.,O,O
18578,Formally,O,O
18579,",",O,O
18580,let,O,O
18581,the,O,O
18582,input,O,O
18583,be,O,O
18584,“,O,O
18585,s,O,O
18586,"""",O,O
18587,and,O,O
18588,“,O,O
18589,s,O,O
18590,"""",O,O
18591,be,O,O
18592,the,O,O
18593,sentence,O,O
18594,derived,O,O
18595,from,O,O
18596,the,O,O
18597,i,O,O
18598,-,O,O
18599,th,O,O
18600,triple,O,O
18601,.,O,O
18602,The,O,O
18603,modified,O,O
18604,input,O,O
18605,is,O,O
18606,then,O,O
18607,“,O,O
18608,s,O,O
18609,[,O,O
18610,SEP,O,O
18611,],O,O
18612,s,O,O
18613,[,O,O
18614,SEP,O,O
18615,],O,O
18616,···,O,O
18617,[,O,O
18618,SEP,O,O
18619,],O,O
18620,s,O,O
18621,"""",O,O
18622,.,O,O
18623,We,O,O
18624,then,O,O
18625,pass,O,O
18626,the,O,O
18627,modified,O,O
18628,to,O,O
18629,the,O,O
18630,BART,B-MethodName,B-MethodName
18631,model,O,O
18632,which,O,O
18633,generates,O,O
18634,the,O,O
18635,implied,O,O
18636,stereotype,O,O
18637,.,O,O
18638,The,O,O
18639,concatenation,O,O
18640,based,O,O
18641,approach,O,O
18642,allows,O,O
18643,the,O,O
18644,model,O,O
18645,to,O,O
18646,encode,O,O
18647,the,O,O
18648,external,O,O
18649,knowledge,O,O
18650,into,O,O
18651,its,O,O
18652,own,O,O
18653,embedding,O,O
18654,space,O,O
18655,.,O,O
18656,A.2.2,O,O
18657,Incorporating,O,O
18658,Explicit,O,O
18659,Knowledge,O,O
18660,using,O,O
18661,Attention,O,O
18662,In,O,O
18663,this,O,O
18664,section,O,O
18665,",",O,O
18666,we,O,O
18667,provide,O,O
18668,formal,O,O
18669,details,O,O
18670,on,O,O
18671,how,O,O
18672,we,O,O
18673,incorporate,O,O
18674,explicit,O,O
18675,knowledge,O,O
18676,from,O,O
18677,ConceptNET,O,B-MethodName
18678,using,O,O
18679,attention,O,O
18680,and,O,O
18681,the,O,O
18682,fusion,O,O
18683,layer,O,O
18684,described,O,O
18685,in,O,O
18686,Chang,O,O
18687,et,O,O
18688,al,O,O
18689,.,O,O
18690,(,O,O
18691,2020,O,O
18692,),O,O
18693,.,O,O
18694,This,O,O
18695,is,O,O
18696,an,O,O
18697,alternative,O,O
18698,method,O,O
18699,we,O,O
18700,tried,O,O
18701,in,O,O
18702,addition,O,O
18703,to,O,O
18704,the,O,O
18705,method,O,O
18706,described,O,O
18707,in,O,O
18708,Section,O,O
18709,A.2.1,O,O
18710,.,O,O
18711,We,O,O
18712,first,O,O
18713,accumulate,O,O
18714,the,O,O
18715,top,O,O
18716,ktriples,O,O
18717,(,O,O
18718,varying,O,O
18719,k∈,O,B-HyperparameterName
18720,{,O,O
18721,"5,10,20",O,B-HyperparameterValue
18722,},O,O
18723,),O,O
18724,associated,O,O
18725,with,O,O
18726,a,O,O
18727,post,O,O
18728,",",O,O
18729,using,O,O
18730,themethod,O,O
18731,described,O,O
18732,in,O,O
18733,Appendix,O,O
18734,A.2.1,O,O
18735,.,O,O
18736,We,O,O
18737,then,O,O
18738,concatenate,O,O
18739,the,O,O
18740,numberbatch,O,O
18741,embeddings,O,O
18742,(,O,O
18743,each,O,O
18744,of,O,O
18745,dimension,O,B-HyperparameterName
18746,p,O,B-HyperparameterName
18747,),O,O
18748,of,O,O
18749,the,O,O
18750,two,O,O
18751,entities,O,O
18752,in,O,O
18753,each,O,O
18754,of,O,O
18755,the,O,O
18756,k,O,B-HyperparameterName
18757,triples,O,O
18758,vertically,O,O
18759,to,O,O
18760,produce,O,O
18761,a,O,O
18762,vector,O,O
18763,in,O,O
18764,R.,O,O
18765,We,O,O
18766,then,O,O
18767,horizontally,O,O
18768,stack,O,O
18769,the,O,O
18770,concatenations,O,O
18771,to,O,O
18772,produce,O,O
18773,a,O,O
18774,matrix,O,O
18775,",",O,O
18776,H∈R.,O,O
18777,The,O,O
18778,encoded,O,O
18779,input,O,O
18780,generated,O,O
18781,by,O,O
18782,the,O,O
18783,BART,B-MethodName,O
18784,model,O,O
18785,can,O,O
18786,be,O,O
18787,represented,O,O
18788,by,O,O
18789,the,O,O
18790,matrix,O,O
18791,H∈R,O,B-HyperparameterName
18792,",",O,O
18793,where,O,O
18794,nis,O,B-HyperparameterName
18795,the,O,O
18796,input,O,B-HyperparameterName
18797,length,O,I-HyperparameterName
18798,and,O,O
18799,dis,O,B-HyperparameterName
18800,the,O,O
18801,hidden,O,B-HyperparameterName
18802,size,O,I-HyperparameterName
18803,of,O,O
18804,the,O,O
18805,BART,B-MethodName,O
18806,model,O,O
18807,.,O,O
18808,We,O,O
18809,compute,O,O
18810,knowledge,O,O
18811,aware,O,O
18812,attention,O,O
18813,over,O,O
18814,the,O,O
18815,input,O,O
18816,as,O,O
18817,follows,O,O
18818,:,O,O
18819,Q,O,O
18820,=,O,O
18821,H∗W+b,O,O
18822,(,O,O
18823,3,O,O
18824,),O,O
18825,K,O,O
18826,=,O,O
18827,H∗W+b,O,O
18828,(,O,O
18829,4,O,O
18830,),O,O
18831,V,O,O
18832,=,O,O
18833,H∗W+b,O,O
18834,(,O,O
18835,5,O,O
18836,),O,O
18837,H,O,O
18838,=,O,O
18839,softmax,O,O
18840,/,O,O
18841,parenleftigQK,O,O
18842,√,O,O
18843,dV,O,O
18844,/,O,O
18845,parenrightig,O,O
18846,(,O,O
18847,6,O,O
18848,),O,O
18849,where,O,O
18850,W∈R,O,O
18851,",",O,O
18852,W,O,O
18853,",",O,O
18854,W∈Rand,O,O
18855,b,O,O
18856,",",O,O
18857,b,O,O
18858,",",O,O
18859,b∈R.,O,O
18860,The,O,O
18861,knowledge,O,O
18862,aware,O,O
18863,matrix,O,O
18864,is,O,O
18865,H∈R.,O,O
18866,Finally,O,O
18867,",",O,O
18868,we,O,O
18869,concatenate,O,O
18870,the,O,O
18871,original,O,O
18872,encoded,O,O
18873,input,O,O
18874,and,O,O
18875,the,O,O
18876,knowledge,O,O
18877,aware,O,O
18878,matrix,O,O
18879,",",O,O
18880,Hand,O,O
18881,perform,O,O
18882,an,O,O
18883,affine,O,O
18884,transformation,O,O
18885,:,O,O
18886,H=,O,O
18887,(,O,O
18888,H⊕H,O,O
18889,),O,O
18890,∗W+b,O,O
18891,(,O,O
18892,7,O,O
18893,),O,O
18894,where,O,O
18895,⊕denotes,O,O
18896,column,O,O
18897,-,O,O
18898,wise,O,O
18899,concatenation,O,O
18900,",",O,O
18901,W∈Randb∈R.H∈Ris,O,O
18902,the,O,O
18903,new,O,O
18904,hidden,O,O
18905,state,O,O
18906,",",O,O
18907,which,O,O
18908,fuses,O,O
18909,the,O,O
18910,old,O,O
18911,hidden,O,O
18912,state,O,O
18913,and,O,O
18914,the,O,O
18915,new,O,O
18916,knowledge,O,O
18917,aware,O,O
18918,hidden,O,O
18919,state,O,O
18920,.,O,O
18921,His,O,O
18922,passed,O,O
18923,into,O,O
18924,the,O,O
18925,BART,B-MethodName,B-MethodName
18926,decoder,O,I-MethodName
18927,.,O,O
18928,A.3,O,O
18929,Implicit,O,O
18930,Knowledge,O,O
18931,A.3.1,O,O
18932,Incorporating,O,O
18933,Implicit,O,O
18934,Knowledge,O,O
18935,using,O,O
18936,GPT,B-MethodName,B-MethodName
18937,In,O,O
18938,this,O,O
18939,section,O,O
18940,",",O,O
18941,we,O,O
18942,provide,O,O
18943,formal,O,O
18944,details,O,O
18945,on,O,O
18946,incorporating,O,O
18947,implicit,O,O
18948,knowledge,O,O
18949,using,O,O
18950,a,O,O
18951,pretrained,O,O
18952,GPT,B-MethodName,B-TaskName
18953,models,O,O
18954,.,O,O
18955,LetMbe,O,O
18956,a,O,O
18957,BART,O,O
18958,model,O,O
18959,trained,O,O
18960,to,O,O
18961,predict,O,O
18962,the,O,O
18963,target,O,O
18964,minority,O,O
18965,of,O,O
18966,a,O,O
18967,given,O,O
18968,input,O,O
18969,post,O,O
18970,.,O,O
18971,Let,O,O
18972,the,O,O
18973,target,O,O
18974,minority,O,O
18975,string,O,O
18976,predicted,O,O
18977,by,O,O
18978,Mbe,O,B-HyperparameterName
18979,“,O,O
18980,s,O,O
18981,"""",O,O
18982,and,O,O
18983,let,O,O
18984,“,O,O
18985,s,O,O
18986,"""",O,O
18987,be,O,O
18988,a,O,O
18989,prompt,O,O
18990,.,O,O
18991,We,O,O
18992,provide,O,O
18993,a,O,O
18994,list,O,O
18995,of,O,O
18996,prompts,O,O
18997,in,O,O
18998,Table,O,O
18999,8,O,O
19000,We,O,O
19001,then,O,O
19002,prompt,O,O
19003,the,O,O
19004,GPT,B-MethodName,B-TaskName
19005,models,O,O
19006,with,O,O
19007,the,O,O
19008,following,O,O
19009,string,O,O
19010,“,O,O
19011,Thess,O,O
19012,"""",O,O
19013,.,O,O
19014,The,O,O
19015,GPT,B-MethodName,B-TaskName
19016,models,O,O
19017,complete,O,O
19018,the,O,O
19019,prompt,O,O
19020,with,O,O
19021,a,O,O
19022,generated,O,O
19023,string,O,O
19024,",",O,O
19025,“,O,O
19026,s,O,O
19027,"""",O,O
19028,",",O,O
19029,so,O,O
19030,that,O,O
19031,the,O,O
19032,final,O,O
19033,string,O,O
19034,is,O,O
19035,“,O,O
19036,Thesss,O,O
19037,"""",O,O
19038,.,O,O
19039,For,O,O
19040,GPT,B-MethodName,B-TaskName
19041,generations,O,I-TaskName
19042,",",O,O
19043,we,O,O
19044,choose,O,O
19045,hyper,O,O
19046,-,O,O
19047,parameters,O,O
19048,based,O,O
19049,on,O,O
19050,methods,O,O
19051,in,O,O
19052,Patrick,O,O
19053,von,O,O
19054,Platen,O,O
19055,(,O,O
19056,2020,O,O
19057,),O,O
19058,.,O,O
19059,For,O,O
19060,each,O,O
19061,input,O,O
19062,",",O,O
19063,we,O,O
19064,randomly,O,O
19065,select,O,O
19066,various,O,O
19067,prompts,O,O
19068,to,O,O
19069,generate,O,O
19070,ksentences,O,O
19071,of,O,O
19072,the,O,O
19073,form,O,O
19074,“,O,O
19075,Thesss,O,O
19076,"""",O,O
19077,",",O,O
19078,varying,O,O
19079,k∈,O,B-HyperparameterName
19080,{,O,O
19081,"3,15",O,B-HyperparameterValue
19082,},O,O
19083,.,O,O
19084,Note,O,O
19085,that,O,O
19086,if,O,O
19087,there,O,O
19088,is,O,O
19089,no,O,O
19090,predicted822Prompt,O,O
19091,were,O,O
19092,known,O,O
19093,for,O,O
19094,were,O,O
19095,described,O,O
19096,as,O,O
19097,were,O,O
19098,regarded,O,O
19099,as,O,O
19100,were,O,O
19101,thought,O,O
19102,of,O,O
19103,as,O,O
19104,were,O,O
19105,well,O,O
19106,-,O,O
19107,known,O,O
19108,for,O,O
19109,were,O,O
19110,seen,O,O
19111,as,O,O
19112,a,O,O
19113,have,O,O
19114,a,O,O
19115,reputation,O,O
19116,for,O,O
19117,would,O,O
19118,frequently,O,O
19119,worked,O,O
19120,as,O,O
19121,have,O,O
19122,a,O,O
19123,job,O,O
19124,as,O,O
19125,have,O,O
19126,a,O,O
19127,part,O,O
19128,-,O,O
19129,time,O,O
19130,job,O,O
19131,as,O,O
19132,earned,O,O
19133,money,O,O
19134,by,O,O
19135,started,O,O
19136,working,O,O
19137,as,O,O
19138,have,O,O
19139,various,O,O
19140,hobbies,O,O
19141,such,O,O
19142,as,O,O
19143,would,O,O
19144,regularly,O,O
19145,engage,O,O
19146,in,O,O
19147,frequently,O,O
19148,talked,O,O
19149,about,O,O
19150,behaved,O,O
19151,as,O,O
19152,though,O,O
19153,liked,O,O
19154,to,O,O
19155,target,O,O
19156,minority,O,O
19157,",",O,O
19158,sis,O,O
19159,the,O,O
19160,empty,O,O
19161,string,O,O
19162,and,O,O
19163,no,O,O
19164,sentence,O,O
19165,is,O,O
19166,generated,O,O
19167,using,O,O
19168,GPT,B-MethodName,B-TaskName
19169,.,O,O
19170,In,O,O
19171,this,O,O
19172,case,O,O
19173,",",O,O
19174,the,O,O
19175,input,O,O
19176,is,O,O
19177,paired,O,O
19178,with,O,O
19179,just,O,O
19180,the,O,O
19181,empty,O,O
19182,string,O,O
19183,.,O,O
19184,We,O,O
19185,then,O,O
19186,pair,O,O
19187,the,O,O
19188,input,O,O
19189,with,O,O
19190,each,O,O
19191,of,O,O
19192,the,O,O
19193,kgenerated,O,O
19194,sentences,O,O
19195,(,O,O
19196,or,O,O
19197,the,O,O
19198,empty,O,O
19199,string,O,O
19200,if,O,O
19201,there,O,O
19202,is,O,O
19203,no,O,O
19204,predicted,O,O
19205,target,O,O
19206,minority,O,O
19207,),O,O
19208,and,O,O
19209,train,O,O
19210,a,O,O
19211,BART,B-MethodName,O
19212,model,O,O
19213,Mto,O,O
19214,predict,O,O
19215,the,O,O
19216,generated,O,O
19217,sentences,O,O
19218,.,O,O
19219,Model,O,O
19220,M,O,O
19221,is,O,O
19222,then,O,O
19223,used,O,O
19224,as,O,O
19225,a,O,O
19226,pretrained,O,O
19227,model,O,O
19228,and,O,O
19229,is,O,O
19230,retrained,O,O
19231,to,O,O
19232,predict,O,O
19233,the,O,O
19234,implied,O,O
19235,stereotype,O,O
19236,given,O,O
19237,the,O,O
19238,same,O,O
19239,input,O,O
19240,.,O,O
19241,The,O,O
19242,retrained,O,O
19243,BART,B-MethodName,B-MethodName
19244,model,O,O
19245,is,O,O
19246,our,O,O
19247,final,O,O
19248,implied,O,O
19249,stereotype,O,O
19250,generator,O,O
19251,.,O,O
19252,B,O,O
19253,Implementation,O,O
19254,Details,O,O
19255,B.1,O,O
19256,Implementation,O,O
19257,Details,O,O
19258,for,O,O
19259,BART,B-MethodName,B-MethodName
19260,Encoder,O,B-MethodName
19261,Decoder,O,O
19262,Models,O,O
19263,We,O,O
19264,train,O,O
19265,our,O,O
19266,BART,B-MethodName,B-MethodName
19267,models,O,O
19268,using,O,O
19269,a,O,O
19270,learning,B-HyperparameterName,B-HyperparameterName
19271,rate,I-HyperparameterName,I-HyperparameterName
19272,of5e−6for3epochs,B-HyperparameterValue,B-HyperparameterValue
19273,with,O,O
19274,a,O,O
19275,batch,B-HyperparameterName,B-HyperparameterName
19276,size,I-HyperparameterName,I-HyperparameterName
19277,of,O,O
19278,2or,B-HyperparameterValue,B-HyperparameterValue
19279,4,B-HyperparameterValue,B-HyperparameterValue
19280,",",O,O
19281,depending,O,O
19282,on,O,O
19283,the,O,O
19284,size,O,B-HyperparameterName
19285,of,O,O
19286,the,O,O
19287,input,O,B-HyperparameterName
19288,.,O,O
19289,This,O,O
19290,excludes,O,O
19291,the,O,O
19292,BERT,O,B-MethodName
19293,classifier,O,O
19294,models,O,O
19295,",",O,O
19296,whose,O,O
19297,settings,O,O
19298,are,O,O
19299,given,O,O
19300,in,O,O
19301,Appendix,O,O
19302,B.,O,O
19303,The,O,O
19304,BART,B-MethodName,B-MethodName
19305,models,O,O
19306,have,O,O
19307,406,O,B-HyperparameterValue
19308,M,O,B-HyperparameterName
19309,parameters,O,B-HyperparameterName
19310,and,O,O
19311,all,O,O
19312,training,O,O
19313,is,O,O
19314,done,O,O
19315,on,O,O
19316,an,O,O
19317,Nvidia,O,O
19318,TITAN,O,O
19319,V,O,O
19320,GPU,O,O
19321,",",O,O
19322,with,O,O
19323,12,O,O
19324,GB,O,O
19325,memory,O,O
19326,",",O,O
19327,a,O,O
19328,boost,O,B-HyperparameterName
19329,clock,O,I-HyperparameterName
19330,speed,O,I-HyperparameterName
19331,of,O,O
19332,1455,O,B-HyperparameterValue
19333,MHz,O,I-HyperparameterValue
19334,",",O,O
19335,640Tensor,O,B-HyperparameterValue
19336,coresand5120,O,I-HyperparameterName
19337,CUDA,O,B-HyperparameterName
19338,cores,O,I-HyperparameterName
19339,.,O,O
19340,Training,O,O
19341,under,O,O
19342,this,O,O
19343,regime,O,O
19344,takes,O,O
19345,approximately,O,O
19346,90,O,O
19347,-,O,O
19348,120,O,O
19349,minutes,O,O
